"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNORSPHLMLMCDEFKID00640862";3;2020;4;1;82;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;612
"TQRMNOPUTHMOLPCDEHIBB00643478";3;2020;22;1;10;82000;"27333,33";1;149;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;3;0;0;0;136
"TQRMNOPSYHMNKTCDEIOAH00646173";3;2020;38;1;6;82000;41000;1;316;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;284
"TQRMNOPUSHMMOPCDEIJAH00645364";3;2020;33;1;6;41000;8200;1;5219;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;3022
"TQRMNORTRHMOKRCDEHGHJ00643415";3;2020;20;1;78;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;181
"TQRMNORPTHMOKUCDEIJAH00645236";3;2020;33;1;6;0;0;1;0;6;6;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;0;8;1;;6;2;;2;2;1;1;;1;1;2;1;2;2;2;1;2;5;8;9;0;13606
"TQRMNORTQHMOKRCDEHGHJ00643402";3;2020;20;1;78;20000;20000;1;208;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;181
"TQRMNOSSWHLOLSCDEGJBF00642339";3;2020;13;1;14;46000;9200;1;1799;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;1662
"TQRMNOSXPHMMKTCDEFIAH00640538";3;2020;2;1;6;130000;65000;1;2560;3;1;1;1;1;2;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;98;0;0;0;749
"TQRMNORQXHMNKTCDEIOAH00646282";3;2020;38;1;6;20000;10000;1;273;3;3;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;97;0;0;0;264
"TQRMNOPQUHMMKPCDEIOAH00646271";3;2020;38;1;6;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;305
"TQRMNORSWHMNKPCDEIOAH00646219";3;2020;38;1;82;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;104
"TQRMNORSYHMNKPCDEIOAH00646194";3;2020;38;1;82;0;0;1;0;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;2;3;4;0;0;0;122
"TQRMNOTXYHMNKPCDEIOAH00646200";3;2020;38;1;82;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;98
"TQRMNORYUHMKKSCDEFIAH00640483";3;2020;2;1;6;0;0;1;0;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;593
"TQRMNORWRHMNNRCDEIJAH00645785";3;2020;33;1;6;14000;14000;1;1800;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;1;0;98;0;0;0;1538
"TQRMNOQWTHMMKPCDEOHCH00646315";3;2020;91;1;26;81000;40500;1;33;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;34
"TQRMNOPQSHLMKTCDEGKDB00642676";3;2020;14;1;30;87000;29000;1;82;2;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;63
"TQRMNORQUHMMOPCDEIIAD00644873";3;2020;32;1;2;20000;20000;1;6533;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3465
"TQRMNOSPVHMKKPCDEGNFJ00643027";3;2020;17;1;58;190000;"63333,33";1;272;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;166
"TQRMNOPVXHLOPMCDEIJAH00645557";3;2020;33;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;2;2;1;1;;1;1;1;2;2;2;2;1;2;98;0;0;0;4498
"TQRMNOQQSHMLKRCDEFLID00640915";3;2020;5;1;82;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;96;0;97;0;0;0;225
"TQRMNOQQTHMLKRCDEFLID00641053";3;2020;5;1;82;5000;5000;1;342;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;241
"TQRMNOQXPHMNLNCDEGGFB00641932";3;2020;10;1;50;20500;5125;1;569;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;4;1;3;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;592
"TQRMNOSYVHMMOPCDEIIAD00644965";3;2020;32;1;2;35000;35000;1;5934;4;1;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3970
"TQRMNOSPUHMLKRCDEFLID00640928";3;2020;5;1;82;96000;48000;1;359;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;96;0;0;0;229
"TQRMNOSPVHMLKRCDEFLID00640984";3;2020;5;1;82;0;0;1;0;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;309
"TQRMNORTPHMNKPCDEIOAH00646294";3;2020;38;1;82;30000;10000;1;138;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;2;2;;2;2;2;1;;1;2;2;1;2;2;2;3;0;2;0;0;0;104
"TQRMNOPWTHLMKSCDEHNHB00644113";3;2020;27;1;70;27172;"5434,4";1;336;3;1;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;5;0;5;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;333
"TQRMNORPPHMOKUCDEIJAH00645535";3;2020;33;1;6;22000;4400;1;14906;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;1;;2;2;;2;2;1;1;;1;1;1;3;2;2;2;2;0;1;0;0;0;10546
"TQRMNOPQVHMOTSCDEIJAH00645141";3;2020;33;1;6;47000;9400;1;6250;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;5;0;5;1;;3;2;;4;2;1;1;;1;1;2;1;2;2;2;1;0;98;0;0;0;3491
"TQRMNOSQYHMKKSCDEFIAH00640555";3;2020;2;1;6;180000;90000;1;1899;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;511
"TQRMNOPYUHMMKPCDEOHCH00646383";3;2020;91;1;26;50000;25000;1;47;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;45
"TQRMNOPYVHMMKPCDEOHCH00646325";3;2020;91;1;26;51000;25500;1;34;2;1;2;0;1;2;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;34
"TQRMNOQSRHLMKTCDEGKDB00642647";3;2020;14;1;30;0;0;1;0;2;2;2;0;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;97;0;1;0;0;0;80
"TQRMNOQXVHMNLNCDEGGFB00641841";3;2020;10;1;50;81000;40500;1;684;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;571
"TQRMNOQXWHMNLNCDEGGFB00641988";3;2020;10;1;50;36000;18000;1;577;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;4;1;;3;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;557
"TQRMNOPVRHMOKUCDEFNFF00641424";3;2020;7;1;54;44600;"14866,67";1;329;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;325
"TQRMNOPUYHMNLQCDEFNFF00641397";3;2020;7;1;54;72960;7296;1;600;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;10;3;7;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;2;0;4;5;7;0;423
"TQRMNOPPYHMMLLCDEFMDB00641333";3;2020;6;1;30;0;0;1;0;5;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;149
"TQRMNOQSVHMLKUCDEFIAH00640421";3;2020;2;1;6;40000;40000;1;3616;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;1356
"TQRMNORUSHMMLMCDEGIBJ00642253";3;2020;12;1;18;37600;"12533,33";1;187;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;181
"TQRMNOPQRHMMLLCDEFMDB00641334";3;2020;6;1;30;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;149
"TQRMNOTUUHLOLMCDEGNFJ00643013";3;2020;17;1;58;42500;21250;1;288;5;2;2;0;1;1;2;2;0;2;0;5;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;271
"TQRMNORVSHMNLQCDEFNFF00641455";3;2020;7;1;54;31860;10620;1;568;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;465
"TQRMNOPQXHMOKOCDEGPDJ00643347";3;2020;19;1;38;18000;9000;1;74;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;73
"TQRMNOPPXHMMLLCDEFMDB00641113";3;2020;6;1;30;0;0;1;0;5;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;5;1;;2;2;1;1;;1;1;1;1;2;2;2;2;4;98;0;0;0;175
"TQRMNOQTVHMOLMCDEFJAH00640583";3;2020;3;1;6;45300;9060;1;1525;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;5;1;4;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;3;98;0;0;0;518
"TQRMNOSUQHMMLOCDEGGFB00642113";3;2020;10;1;50;74000;74000;1;591;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;527
"TQRMNOQYYHMLLNCDEGPDJ00643234";3;2020;19;1;38;36000;18000;1;269;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;268
"TQRMNOQVTHMMLLCDEFMDB00641276";3;2020;6;1;30;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;5;1;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;163
"TQRMNOSPYHLKMUCDEIIAD00644798";3;2020;32;1;2;0;0;1;0;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;8769
"TQRMNOURPHMOLOCDEGJBF00642443";3;2020;13;1;14;0;0;1;0;1;1;2;0;1;2;1;2;0;2;0;3;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1074
"TQRMNOPYWHMOLTCDEHPJB00644352";3;2020;29;1;90;0;0;1;0;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;0;6;1;;2;1;;4;1;1;1;;1;1;1;1;1;2;2;2;3;4;0;0;0;1221
"TQRMNOQTXHMOKMCDEHIBB00643456";3;2020;22;1;10;0;0;1;0;2;2;2;0;1;2;1;2;0;1;1;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;1;2;3;4;0;0;207
"TQRMNORYQHMMKQCDEGGFB00641881";3;2020;10;1;50;33000;16500;1;393;3;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;322
"TQRMNORQWHMLKRCDEIKAH00645971";3;2020;34;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;167
"TQRMNOVRQHMOKMCDEHIBB00643545";3;2020;22;1;10;23000;23000;1;225;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;1;2;;4;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;213
"TQRMNOQYXHMOKNCDEGIBJ00642197";3;2020;12;1;18;147000;36750;1;229;5;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;3;4;0;218
"TQRMNOTUQHMOKSCDEFLID00641046";3;2020;5;1;82;22000;22000;1;222;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;97;0;98;0;0;0;181
"TQRMNOSRYHMKKNCDEGPDJ00643328";3;2020;19;1;38;88000;44000;1;86;2;1;2;0;1;2;2;2;0;2;0;3;;4;"ELECTRICA";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;1;1;2;1;0;98;0;0;0;86
"TQRMNOTRWHMNKTCDEIOAH00646174";3;2020;38;1;6;75000;25000;1;520;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;381
"TQRMNORUTHMMLPCDEIGED00644560";3;2020;30;1;42;75000;18750;1;245;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;4;98;0;0;0;160
"TQRMNOSSPHMKKNCDEGPDJ00643266";3;2020;19;1;38;45000;45000;1;108;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;108
"TQRMNOTTXHMMLOCDEFKID00640736";3;2020;4;1;82;0;0;1;0;3;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;3;98;0;0;0;984
"TQRMNORTYHMOKPCDEGPDJ00643308";3;2020;19;1;38;15000;15000;1;306;2;1;2;0;1;2;2;2;0;2;0;4;;2;;3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2;1;0;1;1;;2;1;;1;2;2;1;;1;2;1;1;2;2;2;1;0;98;0;0;0;305
"TQRMNORUVHMMKOCDEOHCH00646446";3;2020;91;1;26;95000;"31666,67";1;169;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;163
"TQRMNOTWPHMOKMCDEFPCH00641741";3;2020;9;1;26;0;0;1;0;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;3;1;;4;1;1;1;;1;1;1;1;2;1;2;2;3;98;0;0;0;201
"TQRMNOSYXHMMOPCDEIIAD00644759";3;2020;32;1;2;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3970
"TQRMNOTUVHMOKMCDEFPCH00641813";3;2020;9;1;26;70000;"23333,33";1;312;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;283
"TQRMNORSWHMNKTCDEIOAH00646262";3;2020;38;1;6;20500;10250;1;271;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;249
"TQRMNOPQPHMLKUCDEHJGH00643651";3;2020;23;1;66;55000;27500;1;256;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;253
"TQRMNOPQTHMOKMCDEFPCH00641776";3;2020;9;1;26;55000;27500;1;341;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;283
"TQRMNORSTHMOKMCDEFPCH00641775";3;2020;9;1;26;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;201
"TQRMNOPRWHMMKUCDEFMDB00641112";3;2020;6;1;30;0;0;1;0;4;3;1;1;2;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;1;3;98;0;0;0;120
"TQRMNOSPSHMKKPCDEGNFJ00642988";3;2020;17;1;58;95000;"31666,67";1;540;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;356
"TQRMNOPPVHMNLUCDEIKAH00645900";3;2020;34;1;6;45000;22500;1;2272;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;1;0;97;0;0;0;3187
"TQRMNORUQHMMLMCDEGIBJ00642189";3;2020;12;1;18;57300;28650;1;226;5;3;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;207
