"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOPYSHJKKMCDEKMHB00622799";3;2020;56;1;70;150000;150000;1;131;2;1;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;1;;2;1;;1;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;117
"TQRMNORTWHJOKMCDEKMHB00622800";3;2020;56;1;70;31893;10631;1;90;2;1;2;0;2;2;2;0;0;0;0;7;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;2;3;;7;2;2;1;;1;2;2;3;2;2;1;2;0;98;0;0;0;88
"TQRMNORPRHJLKMCDEKMHB00622802";3;2020;56;1;70;99000;49500;1;113;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;2;1;;1;1;1;1;;1;1;1;3;2;2;2;1;0;2;0;0;0;107
"TQRMNOQUSHJKKMCDEKMHB00622803";3;2020;56;1;70;48800;"6971,43";1;118;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;2;5;1;;3;1;;2;2;1;1;;1;1;1;4;2;2;2;1;0;98;0;0;0;102
"TQRMNORTXHJOKMCDEKMHB00622813";3;2020;56;1;70;18506;"4626,5";1;89;1;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;1;3;;7;2;2;1;;1;2;2;4;2;1;1;1;2;98;0;0;0;92
"TQRMNOSTSHJOKMCDEKMHB00622816";3;2020;56;1;70;22000;11000;1;86;2;1;2;0;2;2;2;0;0;0;0;4;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;0;2;2;;2;2;;4;1;2;1;;1;2;2;2;1;2;2;1;2;98;0;0;0;85
"TQRMNOSVQHJOKMCDEKMHB00622818";3;2020;56;1;70;41200;10300;1;77;3;2;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;;3;2;;7;2;2;1;;1;1;2;3;2;1;1;2;0;1;0;0;0;75
"TQRMNOSVSHJOKMCDEKMHB00622819";3;2020;56;1;70;37293;12431;1;59;2;1;2;0;2;2;2;0;0;0;0;7;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;1;;2;2;;7;2;1;1;;1;1;1;3;2;2;1;1;0;98;0;0;0;58
"TQRMNOPWVHJLKSCDEKMHB00622824";3;2020;56;1;70;88807;"29602,33";1;166;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1;;3;1;;1;2;1;1;;1;1;1;2;2;1;2;1;0;2;0;0;0;156
"TQRMNOQXWHJLKSCDEKMHB00622825";3;2020;56;1;70;31886;"5314,33";1;196;3;3;2;0;1;2;2;2;0;1;1;1;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1;;3;2;;7;2;1;1;;1;2;1;3;2;2;2;2;0;98;0;0;0;206
"TQRMNOQYPHJLKSCDEKMHB00622827";3;2020;56;1;70;67000;"22333,33";1;202;3;2;2;0;2;1;1;2;0;2;0;8;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;3;1;2;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;196
"TQRMNOSQVHJLKSCDEKMHB00622828";3;2020;56;1;70;49000;24500;1;117;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;2;;2;2;1;1;;1;1;1;1;1;2;2;1;2;98;0;0;0;110
"TQRMNOSQYHJLKSCDEKMHB00622830";3;2020;56;1;70;16864;16864;1;107;2;1;2;0;2;2;2;0;0;0;0;4;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;1;;2;2;;7;2;2;1;;1;2;2;3;1;1;2;1;0;98;0;0;0;105
"TQRMNOSRPHJLKSCDEKMHB00622831";3;2020;56;1;70;35000;17500;1;131;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;2;;2;2;1;1;;1;1;1;3;2;2;2;1;0;98;0;0;0;124
"TQRMNOQUYHJKKPCDEKMHB00622832";3;2020;56;1;70;66186;"9455,14";1;102;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7;2;5;1;;4;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;98;0;0;0;89
"TQRMNOQVQHJKKPCDEKMHB00622834";3;2020;56;1;70;23400;5850;1;95;3;3;2;0;2;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;4;0;4;1;;3;2;;1;2;1;1;;1;1;1;1;2;2;2;1;2;3;4;0;0;91
"TQRMNOPPQHJKKOCDEKMHB00622835";3;2020;56;1;70;25200;8400;1;155;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;1;2;3;0;0;0;137
"TQRMNOPPTHJKKOCDEKMHB00622837";3;2020;56;1;70;42000;42000;1;75;3;1;2;0;1;1;1;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;3;1;1;2;1;0;98;0;0;0;70
"TQRMNOPTYHJKKOCDEKMHB00622838";3;2020;56;1;70;120000;60000;1;139;4;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;1;2;98;0;0;0;121
"TQRMNOPUWHJKKOCDEKMHB00622840";3;2020;56;1;70;156000;31200;1;148;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;4;0;98;0;0;0;126
"TQRMNOQQSHJKKOCDEKMHB00622841";3;2020;56;1;70;88000;"29333,33";1;119;2;2;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;2;1;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;110
"TQRMNOPVPHJNKMCDEKMHB00622843";3;2020;56;1;70;110400;18400;1;62;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;4;98;0;0;0;58
"TQRMNOQUQHJNKMCDEKMHB00622844";3;2020;56;1;70;40000;"13333,33";1;63;3;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;;3;1;;1;2;1;1;;1;1;1;3;2;2;2;2;0;98;0;0;0;63
"TQRMNOVUUHJMKNCDEKMHB00622847";3;2020;56;1;70;15943;"3188,6";1;126;4;3;2;0;2;2;2;0;0;0;0;2;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;1;;4;2;;2;2;2;1;;1;2;1;3;2;2;1;1;2;98;0;0;0;123
"TQRMNOVUWHJMKNCDEKMHB00622848";3;2020;56;1;70;115000;28750;1;96;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;90
"TQRMNOPXWHJLKOCDEKMHB00622851";3;2020;56;1;70;78600;26200;1;61;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;2;1;2;2;1;2;98;0;0;0;56
"TQRMNOPSPHJLKRCDEKMHB00622857";3;2020;56;1;70;60600;20200;1;78;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;2;;2;2;1;1;;1;1;1;1;2;1;2;96;0;96;0;0;0;72
"TQRMNOQTQHJLKRCDEKMHB00622858";3;2020;56;1;70;33600;11200;1;102;3;2;1;1;2;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;99
"TQRMNOQVQHJLKNCDEKMHB00622859";3;2020;56;1;70;50400;25200;1;87;5;2;1;1;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;5;2;;1;2;1;1;;1;2;1;2;2;2;2;1;2;98;0;0;0;82
"TQRMNOQTSHJLKRCDEKMHB00622861";3;2020;56;1;70;16800;16800;1;78;3;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;2;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;75
"TQRMNORXRHJLKRCDEKMHB00622863";3;2020;56;1;70;60000;30000;1;57;2;2;2;0;2;2;2;0;0;0;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;1;2;1;1;;1;1;1;2;2;1;2;1;2;98;0;0;0;56
"TQRMNORXUHJLKRCDEKMHB00622865";3;2020;56;1;70;105600;35200;1;86;3;2;2;0;2;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;1;3;98;0;0;0;79
"TQRMNOPQSHJKKMCDEKMHB00622868";3;2020;56;1;70;48879;"9775,8";1;104;4;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;1;;4;1;;5;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;96
"TQRMNOPQTHJKKMCDEKMHB00622869";3;2020;56;1;70;53500;"7642,86";1;84;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;0;7;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;2;11;98;0;0;0;81
"TQRMNOPPYHJMKOCDEKMHB00622874";3;2020;56;1;70;79890;15978;1;79;4;3;2;0;1;1;2;2;0;1;1;1;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;4;1;;2;2;1;1;;1;1;2;1;2;2;2;1;0;4;0;0;0;72
"TQRMNOQQQHJMKOCDEKMHB00622875";3;2020;56;1;70;97940;19588;1;55;5;4;2;0;1;1;1;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;5;0;5;1;;5;1;;1;2;1;1;;1;1;1;1;1;2;2;1;2;5;0;0;0;53
"TQRMNOQQRHJMKOCDEKMHB00622876";3;2020;56;1;70;50000;25000;1;91;5;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;87
"TQRMNOPXXHJOKNCDEKMHB00622878";3;2020;56;1;70;21900;10950;1;53;2;2;2;0;2;2;2;0;0;0;0;9;"PADRE FALLECIDO";1;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;52
"TQRMNOPXYHJOKNCDEKMHB00622879";3;2020;56;1;70;46800;11700;1;79;3;2;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;1;3;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;74
"TQRMNOQQWHJOKNCDEKMHB00622881";3;2020;56;1;70;48000;16000;1;95;2;2;2;0;2;2;2;0;0;0;0;8;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;2;;1;2;1;1;;1;1;1;3;2;2;2;1;0;98;0;0;0;93
"TQRMNORVWHJOKNCDEKMHB00622882";3;2020;56;1;70;100000;50000;1;48;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;0;2;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;46
"TQRMNOQQQHJKKNCDEKMHB00622885";3;2020;56;1;70;51364;"17121,33";1;121;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;2;3;98;0;0;0;104
"TQRMNOQXTHJKKNCDEKMHB00622887";3;2020;56;1;70;97000;24250;1;86;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;1;;4;1;;1;2;1;1;;1;1;1;3;2;2;2;3;0;2;0;0;0;75
"TQRMNOPYUHJMKMCDEKMHB00622890";3;2020;56;1;70;20000;20000;1;160;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;155
"TQRMNOPYWHJMKMCDEKMHB00622891";3;2020;56;1;70;21900;10950;1;95;3;1;1;1;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;2;;1;2;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;93
"TQRMNOPYXHJMKMCDEKMHB00622892";3;2020;56;1;70;36000;6000;1;82;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;;3;2;;2;2;1;1;;1;1;1;2;2;2;2;3;5;1;4;0;0;79
"TQRMNORQSHJMKMCDEKMHB00622894";3;2020;56;1;70;12000;12000;1;154;3;1;2;0;2;2;2;0;0;0;0;8;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;3;1;;6;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;155
"TQRMNORYTHJMKMCDEKMHB00622895";3;2020;56;1;70;24000;8000;1;133;3;2;2;0;1;2;2;2;0;2;0;5;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;1;;7;1;1;1;;1;2;1;3;2;2;1;2;0;98;0;0;0;142
"TQRMNOSSTHJOKNCDEKMHB00622898";3;2020;56;1;70;52500;26250;1;77;3;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;76
"TQRMNORSYHJKKNCDEKMHB00622900";3;2020;56;1;70;0;0;1;0;4;3;2;0;2;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;98;0;0;0;59
"TQRMNOSSWHJOKNCDEKMHB00622901";3;2020;56;1;70;84800;21200;1;72;2;2;2;0;2;2;2;0;0;0;0;1;;2;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;2;2;;1;2;1;1;;1;1;1;1;2;2;2;3;1;98;0;0;0;66
"TQRMNOPXPHJKKPCDEKMHB00622903";3;2020;56;1;70;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;87
"TQRMNOQTYHJKKPCDEKMHB00622904";3;2020;56;1;70;30000;5000;1;116;3;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;1;3;4;5;6;0;106
"TQRMNOQXYHJMKNCDEKMHB00622906";3;2020;56;1;70;14243;"7121,5";1;54;4;2;1;1;1;2;2;2;0;2;0;5;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;1;;4;2;;2;2;1;1;;1;1;1;2;1;2;1;1;0;2;0;0;0;54
"TQRMNOSWSHJMKNCDEKMHB00622907";3;2020;56;1;70;50592;16864;1;100;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;4;1;;7;2;1;1;;1;1;1;3;2;2;2;2;0;98;0;0;0;93
"TQSMNOUUVHJMKNCDEKMHB00622908";3;2020;56;1;70;37000;9250;1;84;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;2;2;1;;2;2;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;88
"TQRMNORYUHJMKMCDEKMHB00622910";3;2020;56;1;70;48764;12191;1;89;7;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;7;2;;7;2;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;85
"TQRMNOPVVHJLKNCDEKMHB00622916";3;2020;56;1;70;34000;8500;1;76;3;2;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;1;;3;2;;1;2;1;1;;1;2;1;2;2;2;2;2;0;1;3;0;0;78
"TQRMNOQUWHJLKNCDEKMHB00622917";3;2020;56;1;70;105000;26250;1;130;5;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;;5;1;;1;2;1;1;;1;1;1;2;2;2;2;1;2;98;0;0;0;121
"TQRMNOQQUHJKKOCDEKMHB00622921";3;2020;56;1;70;209000;104500;1;141;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;125
"TQRMNORTPHJOKMCDEKMHB00622923";3;2020;56;1;70;22000;"3666,67";1;82;2;1;2;0;1;2;2;2;0;2;0;7;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;2;2;6;1;5;1;;2;1;;7;2;1;1;;1;2;2;3;2;2;1;1;0;3;0;0;0;80
"TQRMNOQPSHJKKPCDEKMHB00622926";3;2020;56;1;70;0;0;1;0;4;3;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;79
"TQRMNOPRXHJLKRCDEKMHB00622928";3;2020;56;1;70;39800;"13266,67";1;76;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;3;0;3;1;;2;2;;7;2;2;1;;1;2;2;2;2;1;1;3;1;98;0;0;0;72
"TQRMNOPRYHJLKRCDEKMHB00622932";3;2020;56;1;70;16800;16800;1;75;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;2;2;;7;2;1;1;;1;1;2;1;2;1;2;1;97;98;0;0;0;75
"TQRMNORXQHJLKRCDEKMHB00622934";3;2020;56;1;70;51600;17200;1;84;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;1;2;3;0;0;0;79
"TQRMNORXTHJLKRCDEKMHB00622935";3;2020;56;1;70;16800;16800;1;76;3;1;2;0;1;1;2;2;0;2;0;8;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;75
"TQRMNORPPHJLKMCDEKMHB00622938";3;2020;56;1;70;81800;40900;1;163;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;2;1;1;;1;1;1;3;2;2;2;1;0;98;0;0;0;151
"TQRMNORPSHJLKMCDEKMHB00622939";3;2020;56;1;70;59000;11800;1;134;5;3;1;1;1;1;2;2;0;2;0;8;;2;;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;1;4;1;;3;2;;7;2;1;1;;1;1;1;2;2;2;2;2;0;4;0;0;0;129
"TQRMNOPUVHJKKOCDEKMHB00622945";3;2020;56;1;70;57400;14350;1;92;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;2;1;2;2;2;3;98;0;0;0;91
"TQRMNOQQTHJKKOCDEKMHB00622947";3;2020;56;1;70;33500;33500;1;117;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;102
"TQRMNOQPRHJKKPCDEKMHB00622948";3;2020;56;1;70;0;0;1;119;3;2;1;1;1;1;1;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;2;0;3;0;0;0;105
"TQRMNOUUWHJMKNCDEKMHB00622949";3;2020;56;1;70;41579;"10394,75";1;171;2;2;2;0;2;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;2;2;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;162
"TQRMNOVUVHJMKNCDEKMHB00622950";3;2020;56;1;70;16875;"8437,5";1;117;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;1;2;0;98;0;0;0;111
"TQRMNOPXXHJLKOCDEKMHB00622952";3;2020;56;1;70;22000;22000;1;121;4;1;1;1;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;4;1;;7;2;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;118
"TQRMNORPWHJLKOCDEKMHB00622953";3;2020;56;1;70;16800;16800;1;61;4;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;4;"MARMOL";1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;58
"TQRMNOPRVHJLKRCDEKMHB00622955";3;2020;56;1;70;18000;3600;1;104;2;1;2;0;2;2;2;0;0;0;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1;;2;1;;7;2;2;1;;1;1;2;1;2;1;2;2;3;98;0;0;0;126
"TQRMNOQQRHJKKNCDEKMHB00622956";3;2020;56;1;70;48600;12150;1;91;2;1;2;0;2;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;2;2;;7;2;1;1;;1;2;2;2;2;2;2;2;0;98;0;0;0;87
"TQRMNOQUSHJNKMCDEKMHB00622962";3;2020;56;1;70;36200;"12066,67";1;66;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;;2;2;;7;2;1;1;;1;2;2;3;2;2;2;2;1;5;0;0;0;65
